gt_path,gt_class_id,folder,trained_by,source
./test_dataset/ts_img_048.jpg,131,195,none,195/bc_008tg_8_462.jpg
./test_dataset/ts_img_049.jpg,118,182,none,182/be_005sg_4_95.jpg
./test_dataset/ts_img_050.jpg,116,180,none,180/be_006tg_1_399.jpg
./test_dataset/ts_img_051.jpg,136,201,none,201/be_018tg_3_211.jpg
./test_dataset/ts_img_052.jpg,201,207,both,207/be_019tg_3_227.jpg
./test_dataset/ts_img_053.jpg,135,200,fourth,200/be_005tg_5_143.jpg
./test_dataset/ts_img_054.jpg,120,184,cnn2,184/be_014sg_3_197.jpg
./test_dataset/ts_img_055.jpg,140,205,none,205/bl_008tg_3_118.jpg
./test_dataset/ts_img_056.jpg,104,164,none,164/bc_004tg_3_224.jpg
./test_dataset/ts_img_057.jpg,107,169,fourth,169/bc_016sg_7_183.jpg
./test_dataset/ts_img_058.jpg,126,190,none,190/bc_018sg_4_281.jpg
./test_dataset/ts_img_059.jpg,212,226,none,226/be_005sg_4_143.jpg
./test_dataset/ts_img_060.jpg,219,233,none,233/bc_006sg_3_489.jpg
./test_dataset/ts_img_061.jpg,133,197,none,197/bc_015tg_4_11.jpg
./test_dataset/ts_img_062.jpg,116,180,none,180/be_018sg_3_389.jpg
./test_dataset/ts_img_063.jpg,132,196,fourth,196/bl_008tg_4_20.jpg
./test_dataset/ts_img_064.jpg,110,173,fourth,173/be_004tg_2_66.jpg
./test_dataset/ts_img_065.jpg,305,244,both,244/be_008sg_5_291.jpg
./test_dataset/ts_img_066.jpg,203,210,none,210/bl_001sg_8_133.jpg
./test_dataset/ts_img_067.jpg,202,209,none,209/be_007tg_6_367.jpg
./test_dataset/ts_img_068.jpg,208,216,none,216/bc_012tg_4_275.jpg
./test_dataset/ts_img_069.jpg,305,244,none,244/be_008sg_5_290.jpg
./test_dataset/ts_img_070.jpg,204,212,fourth,212/be_017sg_6_237.jpg
./test_dataset/ts_img_071.jpg,128,192,none,192/be_017sg_7_134.jpg
./test_dataset/ts_img_072.jpg,106,168,none,168/bc_019sg_3_81.jpg
./test_dataset/ts_img_073.jpg,102,162,none,162/be_018tg_9_98.jpg
./test_dataset/ts_img_074.jpg,307,246,both,246/be_013tg_6_243.jpg
./test_dataset/ts_img_075.jpg,111,175,none,175/be_006sg_3_103.jpg
./test_dataset/ts_img_076.jpg,120,184,cnn2,184/be_020sg_6_220.jpg
./test_dataset/ts_img_077.jpg,131,195,none,195/be_015sg_1_432.jpg
./test_dataset/ts_img_078.jpg,303,242,fourth,242/be_016sg_11_185.jpg
./test_dataset/ts_img_079.jpg,310,249,cnn2,249/be_007sg_5_22.jpg
./test_dataset/ts_img_080.jpg,216,230,none,230/be_016tg_9_431.jpg
./test_dataset/ts_img_081.jpg,118,182,none,182/bc_008sg_8_93.jpg
./test_dataset/ts_img_082.jpg,221,236,none,236/be_006tg_3_15.jpg
./test_dataset/ts_img_083.jpg,140,205,none,205/bc_016sg_3_11.jpg
./test_dataset/ts_img_084.jpg,111,175,fourth,175/bc_016sg_5_29.jpg
./test_dataset/ts_img_085.jpg,202,209,none,209/be_019sg_6_60.jpg
./test_dataset/ts_img_086.jpg,309,248,cnn2,248/be_020sg_4_61.jpg
./test_dataset/ts_img_087.jpg,119,183,none,183/be_002sg_9_222.jpg
./test_dataset/ts_img_088.jpg,116,180,none,180/be_018tg_3_393.jpg
./test_dataset/ts_img_089.jpg,133,197,none,197/be_016tg_11_258.jpg
./test_dataset/ts_img_090.jpg,214,228,none,228/be_006sg_3_19.jpg
./test_dataset/ts_img_091.jpg,107,169,fourth,169/bc_019sg_3_92.jpg
./test_dataset/ts_img_092.jpg,206,214,none,214/bc_001sg_9_185.jpg
./test_dataset/ts_img_093.jpg,131,195,none,195/bl_011tg_4_174.jpg
./test_dataset/ts_img_094.jpg,309,248,cnn2,248/bc_012sg_4_84.jpg
./test_dataset/ts_img_095.jpg,302,241,cnn2,241/be_018tg_8_0.jpg
./test_dataset/ts_img_096.jpg,309,248,fourth,248/bc_020tg_4_0.jpg
./test_dataset/ts_img_097.jpg,202,209,none,209/be_003tg_4_432.jpg
./test_dataset/ts_img_098.jpg,121,185,none,185/be_005tg_2_107.jpg
./test_dataset/ts_img_099.jpg,136,201,none,201/be_017sg_7_276.jpg
./test_dataset/ts_img_100.jpg,129,193,none,193/be_003sg_4_237.jpg
./test_dataset/ts_img_101.jpg,119,183,none,183/bc_014tg_6_484.jpg
./test_dataset/ts_img_102.jpg,104,164,none,164/be_018sg_7_81.jpg
./test_dataset/ts_img_103.jpg,127,191,none,191/be_008tg_7_273.jpg
./test_dataset/ts_img_104.jpg,209,217,cnn2,217/bc_009tg_2_15.jpg
./test_dataset/ts_img_105.jpg,138,203,none,203/be_002tg_9_67.jpg
./test_dataset/ts_img_106.jpg,120,184,fourth,184/bc_018sg_3_147.jpg
./test_dataset/ts_img_107.jpg,130,194,none,194/be_019sg_3_283.jpg
./test_dataset/ts_img_108.jpg,104,164,none,164/bc_004tg_3_358.jpg
./test_dataset/ts_img_109.jpg,210,224,none,224/bc_001tg_9_157.jpg
./test_dataset/ts_img_110.jpg,212,226,none,226/be_008tg_5_15.jpg
./test_dataset/ts_img_111.jpg,202,209,none,209/be_008sg_7_1.jpg
./test_dataset/ts_img_112.jpg,130,194,none,194/bc_009sg_2_74.jpg
./test_dataset/ts_img_113.jpg,110,173,cnn2,173/be_007tg_7_354.jpg
./test_dataset/ts_img_114.jpg,217,231,none,231/bc_004tg_3_276.jpg
./test_dataset/ts_img_115.jpg,128,192,none,192/bc_008sg_13_18.jpg
./test_dataset/ts_img_116.jpg,211,225,cnn2,225/bc_014sg_5_11.jpg
./test_dataset/ts_img_117.jpg,134,199,none,199/be_019sg_3_17.jpg
./test_dataset/ts_img_118.jpg,211,225,fourth,225/bc_017sg_3_265.jpg
./test_dataset/ts_img_119.jpg,213,227,none,227/be_006sg_3_141.jpg
./test_dataset/ts_img_120.jpg,109,171,none,171/be_019sg_8_98.jpg
./test_dataset/ts_img_121.jpg,139,204,both,204/bc_006tg_6_329.jpg
./test_dataset/ts_img_122.jpg,129,193,none,193/be_012tg_3_205.jpg
./test_dataset/ts_img_123.jpg,211,225,fourth,225/bl_010tg_6_239.jpg
./test_dataset/ts_img_124.jpg,125,189,cnn2,189/bl_007tg_3_144.jpg
./test_dataset/ts_img_125.jpg,135,200,none,200/be_018sg_3_247.jpg
./test_dataset/ts_img_126.jpg,114,178,fourth,178/ce_001sg_2_83.jpg
./test_dataset/ts_img_127.jpg,207,215,cnn2,215/bl_001sg_9_175.jpg
./test_dataset/ts_img_128.jpg,137,202,none,202/bc_015tg_3_325.jpg
./test_dataset/ts_img_129.jpg,309,248,fourth,248/bc_012tg_2_186.jpg
./test_dataset/ts_img_130.jpg,301,240,none,240/bc_008sg_5_56.jpg
./test_dataset/ts_img_131.jpg,218,232,none,232/be_012sg_3_161.jpg
./test_dataset/ts_img_132.jpg,141,206,fourth,206/bl_002sg_1_163.jpg
./test_dataset/ts_img_133.jpg,138,203,none,203/bl_004sg_5_78.jpg
./test_dataset/ts_img_134.jpg,219,233,none,233/bc_004tg_6_58.jpg
./test_dataset/ts_img_135.jpg,216,230,none,230/be_008tg_5_27.jpg
./test_dataset/ts_img_136.jpg,119,183,none,183/be_006sg_1_270.jpg
./test_dataset/ts_img_137.jpg,203,210,none,210/be_013tg_1_286.jpg
./test_dataset/ts_img_138.jpg,209,217,fourth,217/bc_006sg_3_246.jpg
./test_dataset/ts_img_139.jpg,121,185,none,185/bc_005tg_4_316.jpg
./test_dataset/ts_img_140.jpg,217,231,none,231/bc_009sg_2_245.jpg
./test_dataset/ts_img_141.jpg,132,196,cnn2,196/be_018tg_3_210.jpg
./test_dataset/ts_img_142.jpg,135,200,cnn2,200/bc_006sg_6_218.jpg
./test_dataset/ts_img_143.jpg,218,232,none,232/be_012sg_3_278.jpg
./test_dataset/ts_img_144.jpg,141,206,fourth,206/bl_002sg_10_7.jpg
./test_dataset/ts_img_145.jpg,122,186,none,186/be_014sg_2_169.jpg
./test_dataset/ts_img_146.jpg,208,216,none,216/bc_002tg_5_273.jpg
./test_dataset/ts_img_147.jpg,136,201,none,201/bc_008tg_4_4.jpg
./test_dataset/ts_img_148.jpg,130,194,none,194/be_006tg_4_224.jpg
./test_dataset/ts_img_149.jpg,105,167,none,167/bc_015tg_3_321.jpg
./test_dataset/ts_img_150.jpg,131,195,none,195/bc_020tg_7_100.jpg
./test_dataset/ts_img_151.jpg,109,171,none,171/be_006sg_4_185.jpg
./test_dataset/ts_img_152.jpg,307,246,fourth,246/be_008sg_5_422.jpg
./test_dataset/ts_img_153.jpg,211,225,cnn2,225/bl_010sg_6_31.jpg
./test_dataset/ts_img_154.jpg,216,230,none,230/bc_007tg_5_273.jpg
./test_dataset/ts_img_155.jpg,306,245,fourth,245/be_008sg_6_117.jpg
./test_dataset/ts_img_156.jpg,209,217,none,217/bc_002tg_7_88.jpg
./test_dataset/ts_img_157.jpg,117,181,none,181/bc_007tg_5_225.jpg
./test_dataset/ts_img_158.jpg,305,244,both,244/be_008sg_5_262.jpg
./test_dataset/ts_img_159.jpg,116,180,none,180/bc_014sg_3_115.jpg
./test_dataset/ts_img_160.jpg,123,187,none,187/bl_002tg_3_128.jpg
./test_dataset/ts_img_161.jpg,221,236,none,236/bc_018tg_3_166.jpg
./test_dataset/ts_img_162.jpg,135,200,none,200/bc_006tg_6_248.jpg
./test_dataset/ts_img_163.jpg,216,230,cnn2,230/bl_006sg_8_268.jpg
./test_dataset/ts_img_164.jpg,140,205,none,205/bc_009sg_2_415.jpg
./test_dataset/ts_img_165.jpg,215,229,none,229/be_019tg_8_82.jpg
./test_dataset/ts_img_166.jpg,119,183,none,183/bc_017sg_8_159.jpg
./test_dataset/ts_img_167.jpg,207,215,none,215/bc_002sg_10_124.jpg
./test_dataset/ts_img_168.jpg,303,242,none,242/be_016tg_11_90.jpg
./test_dataset/ts_img_169.jpg,102,162,none,162/be_011sg_5_136.jpg
./test_dataset/ts_img_170.jpg,203,210,none,210/bc_016sg_3_279.jpg
./test_dataset/ts_img_171.jpg,131,195,none,195/bc_012sg_4_191.jpg
./test_dataset/ts_img_172.jpg,114,178,fourth,178/be_020sg_2_143.jpg
./test_dataset/ts_img_173.jpg,106,168,none,168/be_008sg_4_205.jpg
./test_dataset/ts_img_174.jpg,308,247,both,247/be_016sg_9_0.jpg
./test_dataset/ts_img_175.jpg,116,180,none,180/bc_008tg_3_42.jpg
./test_dataset/ts_img_176.jpg,102,162,none,162/bc_009tg_2_441.jpg
./test_dataset/ts_img_177.jpg,210,224,none,224/bc_001sg_9_262.jpg
./test_dataset/ts_img_178.jpg,206,214,fourth,214/bc_014tg_6_261.jpg
./test_dataset/ts_img_179.jpg,108,170,none,170/bc_015tg_3_273.jpg
./test_dataset/ts_img_180.jpg,118,182,none,182/bl_005tg_3_27.jpg
./test_dataset/ts_img_181.jpg,122,186,none,186/bc_017tg_3_235.jpg
./test_dataset/ts_img_182.jpg,119,183,none,183/bc_005sg_1_2.jpg
./test_dataset/ts_img_183.jpg,102,162,none,162/be_015tg_2_203.jpg
./test_dataset/ts_img_184.jpg,122,186,none,186/bc_005tg_4_337.jpg
./test_dataset/ts_img_185.jpg,213,227,none,227/bc_017sg_5_0.jpg
./test_dataset/ts_img_186.jpg,218,232,none,232/be_011tg_5_62.jpg
./test_dataset/ts_img_187.jpg,117,181,none,181/bc_009sg_2_119.jpg
./test_dataset/ts_img_188.jpg,201,207,none,207/bc_002sg_6_169.jpg
./test_dataset/ts_img_189.jpg,122,186,none,186/be_006tg_8_242.jpg
./test_dataset/ts_img_190.jpg,108,170,none,170/be_013tg_7_48.jpg
./test_dataset/ts_img_191.jpg,121,185,none,185/be_018tg_9_167.jpg
./test_dataset/ts_img_192.jpg,130,194,none,194/bc_009tg_2_75.jpg
./test_dataset/ts_img_193.jpg,112,176,none,176/be_016tg_9_281.jpg
./test_dataset/ts_img_194.jpg,120,184,fourth,184/bl_002sg_6_13.jpg
./test_dataset/ts_img_195.jpg,304,243,cnn2,243/be_015sg_4_1.jpg
./test_dataset/ts_img_196.jpg,208,216,none,216/bc_014sg_3_466.jpg
./test_dataset/ts_img_197.jpg,107,169,cnn2,169/be_003sg_4_251.jpg
./test_dataset/ts_img_198.jpg,112,176,fourth,176/be_008tg_4_265.jpg
./test_dataset/ts_img_199.jpg,140,205,none,205/bl_003sg_3_232.jpg
./test_dataset/ts_img_200.jpg,101,161,none,161/bc_015sg_5_39.jpg
./test_dataset/ts_img_201.jpg,139,204,cnn2,204/bc_006sg_6_247.jpg
./test_dataset/ts_img_202.jpg,107,169,fourth,169/bc_019sg_8_87.jpg
./test_dataset/ts_img_203.jpg,111,175,fourth,175/be_006sg_3_38.jpg
./test_dataset/ts_img_204.jpg,301,240,none,240/bc_005tg_3_26.jpg
./test_dataset/ts_img_205.jpg,310,249,both,249/be_020sg_9_1.jpg
./test_dataset/ts_img_206.jpg,115,179,none,179/be_012tg_4_61.jpg
./test_dataset/ts_img_207.jpg,112,176,none,176/bc_008sg_14_276.jpg
./test_dataset/ts_img_208.jpg,210,224,none,224/bc_002sg_8_104.jpg
./test_dataset/ts_img_209.jpg,201,207,both,207/be_018tg_6_151.jpg
./test_dataset/ts_img_210.jpg,136,201,none,201/bc_014sg_3_50.jpg
./test_dataset/ts_img_211.jpg,121,185,none,185/bc_015tg_5_186.jpg
./test_dataset/ts_img_212.jpg,304,243,cnn2,243/be_008sg_5_465.jpg
./test_dataset/ts_img_213.jpg,207,215,fourth,215/bc_002tg_6_72.jpg
./test_dataset/ts_img_214.jpg,120,184,none,184/be_008sg_4_200.jpg
./test_dataset/ts_img_215.jpg,124,188,none,188/be_001tg_2_308.jpg
./test_dataset/ts_img_216.jpg,209,217,fourth,217/bc_005sg_4_375.jpg
./test_dataset/ts_img_217.jpg,127,191,none,191/be_007tg_7_54.jpg
./test_dataset/ts_img_218.jpg,132,196,fourth,196/bl_008sg_3_444.jpg
./test_dataset/ts_img_219.jpg,102,162,none,162/bc_011tg_3_372.jpg
./test_dataset/ts_img_220.jpg,104,164,none,164/be_006sg_1_128.jpg
./test_dataset/ts_img_221.jpg,140,205,none,205/bc_015tg_5_38.jpg
./test_dataset/ts_img_222.jpg,220,234,cnn2,234/bl_006tg_3_114.jpg
./test_dataset/ts_img_223.jpg,118,182,none,182/bc_002sg_3_95.jpg
./test_dataset/ts_img_224.jpg,309,248,cnn2,248/be_017sg_6_377.jpg
./test_dataset/ts_img_225.jpg,210,224,none,224/bc_002sg_10_159.jpg
./test_dataset/ts_img_226.jpg,213,227,none,227/be_009sg_3_382.jpg
./test_dataset/ts_img_227.jpg,136,201,none,201/be_018tg_6_11.jpg
./test_dataset/ts_img_228.jpg,125,189,cnn2,189/bl_003sg_5_328.jpg
./test_dataset/ts_img_229.jpg,116,180,none,180/bc_017tg_3_88.jpg
./test_dataset/ts_img_230.jpg,310,249,cnn2,249/be_007tg_3_297.jpg
./test_dataset/ts_img_231.jpg,216,230,fourth,230/be_006tg_1_215.jpg
./test_dataset/ts_img_232.jpg,303,242,none,242/be_017sg_4_2.jpg
./test_dataset/ts_img_233.jpg,129,193,none,193/be_004sg_2_327.jpg
./test_dataset/ts_img_234.jpg,212,226,none,226/bl_002tg_3_150.jpg
./test_dataset/ts_img_235.jpg,206,214,both,214/bc_001tg_8_392.jpg
./test_dataset/ts_img_236.jpg,306,245,cnn2,245/be_008tg_6_355.jpg
./test_dataset/ts_img_237.jpg,211,225,fourth,225/bl_009sg_4_8.jpg
./test_dataset/ts_img_238.jpg,205,213,fourth,213/bc_002sg_4_46.jpg
./test_dataset/ts_img_239.jpg,102,162,none,162/be_011tg_2_357.jpg
./test_dataset/ts_img_240.jpg,133,197,none,197/be_020tg_6_425.jpg
./test_dataset/ts_img_241.jpg,302,241,none,241/be_020sg_5_173.jpg
./test_dataset/ts_img_242.jpg,209,217,none,217/bc_009sg_2_488.jpg
./test_dataset/ts_img_243.jpg,218,232,none,232/be_013sg_1_26.jpg
./test_dataset/ts_img_244.jpg,124,188,none,188/bl_006tg_8_490.jpg
./test_dataset/ts_img_245.jpg,121,185,none,185/bc_016sg_3_67.jpg
./test_dataset/ts_img_246.jpg,214,228,none,228/be_006tg_8_71.jpg
./test_dataset/ts_img_247.jpg,204,212,fourth,212/be_001sg_2_332.jpg
./test_dataset/ts_img_248.jpg,210,224,none,224/bc_001sg_9_48.jpg
./test_dataset/ts_img_249.jpg,137,202,none,202/bc_018tg_4_372.jpg
./test_dataset/ts_img_250.jpg,109,171,none,171/be_019tg_6_17.jpg
./test_dataset/ts_img_251.jpg,110,173,none,173/be_004tg_2_135.jpg
./test_dataset/ts_img_252.jpg,306,245,fourth,245/be_006tg_6_51.jpg
./test_dataset/ts_img_253.jpg,219,233,none,233/bc_011sg_3_197.jpg
./test_dataset/ts_img_254.jpg,134,199,none,199/bl_004tg_6_12.jpg
./test_dataset/ts_img_255.jpg,140,205,none,205/be_003sg_7_46.jpg
./test_dataset/ts_img_256.jpg,140,205,none,205/be_016tg_10_211.jpg
./test_dataset/ts_img_257.jpg,110,173,fourth,173/be_004sg_2_66.jpg
./test_dataset/ts_img_258.jpg,221,236,none,236/be_019sg_8_229.jpg
./test_dataset/ts_img_259.jpg,120,184,fourth,184/be_017tg_4_328.jpg
./test_dataset/ts_img_260.jpg,134,199,none,199/be_015tg_1_291.jpg
./test_dataset/ts_img_261.jpg,124,188,none,188/be_015sg_2_149.jpg
./test_dataset/ts_img_262.jpg,215,229,none,229/be_014sg_4_262.jpg
./test_dataset/ts_img_263.jpg,108,170,none,170/bl_004tg_7_78.jpg
./test_dataset/ts_img_264.jpg,106,168,none,168/bc_002sg_6_100.jpg
./test_dataset/ts_img_265.jpg,105,167,none,167/bc_008tg_8_278.jpg
./test_dataset/ts_img_266.jpg,208,216,none,216/bc_017tg_3_343.jpg
./test_dataset/ts_img_267.jpg,111,175,none,175/bc_005sg_8_108.jpg
./test_dataset/ts_img_268.jpg,107,169,fourth,169/bc_017sg_3_219.jpg
./test_dataset/ts_img_269.jpg,214,228,none,228/be_018tg_6_16.jpg
./test_dataset/ts_img_270.jpg,136,201,none,201/be_017tg_6_266.jpg
./test_dataset/ts_img_271.jpg,203,210,none,210/bc_002sg_5_241.jpg
./test_dataset/ts_img_272.jpg,112,176,none,176/be_011sg_3_31.jpg
./test_dataset/ts_img_273.jpg,126,190,none,190/be_014tg_4_318.jpg
./test_dataset/ts_img_274.jpg,217,231,none,231/bc_009tg_2_117.jpg
./test_dataset/ts_img_275.jpg,141,206,both,206/be_008tg_7_327.jpg
./test_dataset/ts_img_276.jpg,301,240,cnn2,240/be_013sg_6_279.jpg
./test_dataset/ts_img_277.jpg,133,197,none,197/be_018tg_6_100.jpg
./test_dataset/ts_img_278.jpg,212,226,none,226/bl_003sg_3_136.jpg
./test_dataset/ts_img_279.jpg,204,212,fourth,212/be_001tg_2_330.jpg
./test_dataset/ts_img_280.jpg,137,202,none,202/bc_016sg_7_153.jpg
./test_dataset/ts_img_281.jpg,206,214,fourth,214/bc_001sg_6_4.jpg
./test_dataset/ts_img_282.jpg,118,182,none,182/bc_005sg_4_310.jpg
./test_dataset/ts_img_283.jpg,204,212,fourth,212/bc_011sg_3_362.jpg
./test_dataset/ts_img_284.jpg,306,245,none,245/be_011tg_9_0.jpg
./test_dataset/ts_img_285.jpg,209,217,none,217/bc_006tg_6_134.jpg
./test_dataset/ts_img_286.jpg,119,183,none,183/bc_016sg_3_31.jpg
./test_dataset/ts_img_287.jpg,128,192,none,192/bc_011tg_2_16.jpg
./test_dataset/ts_img_288.jpg,122,186,none,186/bl_003sg_7_407.jpg
./test_dataset/ts_img_289.jpg,125,189,fourth,189/be_017tg_7_139.jpg
./test_dataset/ts_img_290.jpg,111,175,fourth,175/be_006tg_1_54.jpg
./test_dataset/ts_img_291.jpg,215,229,none,229/be_017sg_7_381.jpg
./test_dataset/ts_img_292.jpg,125,189,none,189/bl_002tg_7_94.jpg
./test_dataset/ts_img_293.jpg,108,170,none,170/bl_010tg_6_222.jpg
./test_dataset/ts_img_294.jpg,135,200,fourth,200/bc_008sg_7_27.jpg
./test_dataset/ts_img_295.jpg,210,224,none,224/bc_002tg_5_176.jpg
./test_dataset/ts_img_296.jpg,206,214,cnn2,214/bc_001tg_8_18.jpg
./test_dataset/ts_img_297.jpg,138,203,none,203/bl_002tg_7_124.jpg
./test_dataset/ts_img_298.jpg,123,187,none,187/be_016sg_9_5.jpg
./test_dataset/ts_img_299.jpg,108,170,none,170/ce_001sg_2_141.jpg
./test_dataset/ts_img_300.jpg,219,233,none,233/bc_014tg_5_55.jpg
./test_dataset/ts_img_301.jpg,120,184,none,184/be_018tg_8_5.jpg
./test_dataset/ts_img_302.jpg,210,224,none,224/bc_002sg_4_156.jpg
./test_dataset/ts_img_303.jpg,307,246,fourth,246/be_013sg_8_0.jpg
./test_dataset/ts_img_304.jpg,111,175,fourth,175/bc_005sg_4_107.jpg
./test_dataset/ts_img_305.jpg,129,193,none,193/bl_007tg_3_34.jpg
./test_dataset/ts_img_306.jpg,121,185,none,185/bl_005sg_9_162.jpg
./test_dataset/ts_img_307.jpg,122,186,none,186/bc_008tg_8_455.jpg
./test_dataset/ts_img_308.jpg,213,227,none,227/bl_003tg_7_322.jpg
./test_dataset/ts_img_309.jpg,301,240,none,240/bl_009tg_2_21.jpg
./test_dataset/ts_img_310.jpg,101,161,none,161/be_002sg_7_63.jpg
./test_dataset/ts_img_311.jpg,214,228,none,228/be_013sg_6_43.jpg
./test_dataset/ts_img_312.jpg,118,182,none,182/be_006sg_8_63.jpg
./test_dataset/ts_img_313.jpg,116,180,none,180/be_007tg_3_228.jpg
./test_dataset/ts_img_314.jpg,109,171,none,171/bl_005tg_9_314.jpg
./test_dataset/ts_img_315.jpg,217,231,none,231/bc_008sg_1_17.jpg
./test_dataset/ts_img_316.jpg,126,190,none,190/bc_008tg_13_80.jpg
./test_dataset/ts_img_317.jpg,310,249,both,249/be_020tg_7_1.jpg
./test_dataset/ts_img_318.jpg,114,178,none,178/be_017sg_4_159.jpg
./test_dataset/ts_img_319.jpg,205,213,none,213/bc_002tg_4_204.jpg
./test_dataset/ts_img_320.jpg,103,163,both,163/bc_009sg_4_23.jpg
./test_dataset/ts_img_321.jpg,114,178,cnn2,178/be_008sg_5_482.jpg
./test_dataset/ts_img_322.jpg,101,161,none,161/be_003sg_4_38.jpg
./test_dataset/ts_img_323.jpg,211,225,cnn2,225/bc_020sg_3_453.jpg
./test_dataset/ts_img_324.jpg,220,234,cnn2,234/bl_006sg_3_96.jpg
./test_dataset/ts_img_325.jpg,112,176,none,176/be_013sg_2_195.jpg
./test_dataset/ts_img_326.jpg,215,229,none,229/be_008sg_5_484.jpg
./test_dataset/ts_img_327.jpg,305,244,fourth,244/be_017tg_7_485.jpg
./test_dataset/ts_img_328.jpg,123,187,none,187/bc_017tg_3_221.jpg
./test_dataset/ts_img_329.jpg,220,234,none,234/bl_001tg_3_44.jpg
./test_dataset/ts_img_330.jpg,128,192,none,192/bc_016sg_3_342.jpg
./test_dataset/ts_img_331.jpg,138,203,none,203/bl_007sg_8_354.jpg
./test_dataset/ts_img_332.jpg,115,179,none,179/bc_019sg_3_101.jpg
./test_dataset/ts_img_333.jpg,138,203,none,203/bl_002sg_7_178.jpg
./test_dataset/ts_img_334.jpg,118,182,none,182/be_006sg_3_417.jpg
./test_dataset/ts_img_335.jpg,130,194,none,194/bl_001tg_8_430.jpg
./test_dataset/ts_img_336.jpg,206,214,cnn2,214/bc_001tg_8_265.jpg
./test_dataset/ts_img_337.jpg,101,161,none,161/be_002sg_7_237.jpg
./test_dataset/ts_img_338.jpg,220,234,none,234/bl_002tg_3_84.jpg
./test_dataset/ts_img_339.jpg,221,236,none,236/bl_003tg_7_445.jpg
